Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
3366,76,48,15,23,69,47,Game Development,Robotics,Machine Learning,Cybersecurity
3367,14,74,12,34,65,67,Web Development,AI,Data Science,Web Development
3368,33,58,99,95,14,35,Web Development,Game Development,AI,Cybersecurity
3369,42,95,43,48,38,93,AI,Web Development,Cybersecurity,Web Development
3370,77,42,100,54,11,36,AI,Game Development,Cybersecurity,Cybersecurity
3371,55,36,35,30,52,50,Machine Learning,Web Development,Data Science,Cybersecurity
3372,46,100,45,78,70,56,Machine Learning,Robotics,Web Development,Web Development
3373,61,29,75,79,21,60,Cybersecurity,Cybersecurity,Data Science,Web Development
3374,39,67,80,54,17,90,Cybersecurity,Data Science,AI,AI
3375,79,42,94,27,93,58,Game Development,AI,Game Development,Machine Learning
3376,90,39,15,44,7,54,Web Development,Machine Learning,Machine Learning,Machine Learning
3377,57,77,67,49,41,22,Robotics,Machine Learning,Game Development,Robotics
3378,90,74,74,96,92,27,Web Development,Cybersecurity,Game Development,AI
3379,76,58,90,23,36,83,Data Science,Data Science,Robotics,Cybersecurity
3380,72,96,79,88,26,65,Game Development,Cybersecurity,Machine Learning,Web Development
3381,54,80,50,49,99,40,Robotics,Game Development,Web Development,Game Development
3382,83,98,15,89,52,36,Data Science,Game Development,Data Science,Machine Learning
3383,31,39,68,47,13,26,Web Development,Game Development,Data Science,Game Development
3384,33,58,41,40,68,99,Data Science,Cybersecurity,Web Development,Cybersecurity
3385,82,70,6,46,89,34,AI,Cybersecurity,Robotics,Machine Learning
3386,86,85,64,25,43,42,Data Science,Data Science,Web Development,AI
3387,5,80,42,18,70,12,Data Science,Game Development,Robotics,Data Science
3388,35,44,86,75,49,6,Machine Learning,Game Development,Data Science,Data Science
3389,57,72,10,65,97,10,Machine Learning,Web Development,Web Development,Cybersecurity
3390,65,85,32,64,64,25,Web Development,Web Development,Machine Learning,Game Development
3391,37,43,18,44,63,20,AI,Machine Learning,Machine Learning,Robotics
3392,10,23,50,39,79,93,Machine Learning,Web Development,Cybersecurity,Robotics
3393,97,16,55,71,25,72,Game Development,Cybersecurity,Machine Learning,Game Development
3394,51,59,88,74,89,94,Machine Learning,AI,Machine Learning,Robotics
3395,91,64,34,41,39,62,AI,AI,Machine Learning,Game Development
3396,51,8,44,61,80,5,Machine Learning,Cybersecurity,AI,Cybersecurity
3397,90,84,60,56,47,22,Machine Learning,Data Science,Robotics,AI
3398,98,32,88,22,73,81,Data Science,Machine Learning,AI,Cybersecurity
3399,10,90,86,12,66,16,AI,Cybersecurity,Game Development,Game Development
3400,6,98,71,99,68,60,Machine Learning,Cybersecurity,Machine Learning,Machine Learning
3401,93,20,84,53,87,41,Cybersecurity,Robotics,Cybersecurity,Robotics
3402,46,89,29,32,13,21,Machine Learning,Game Development,Cybersecurity,Robotics
3403,96,79,83,90,95,71,Web Development,Data Science,Game Development,AI
3404,92,99,43,59,69,39,Game Development,Game Development,Cybersecurity,Web Development
3405,85,12,69,56,31,79,Cybersecurity,Web Development,Game Development,Cybersecurity
3406,29,40,66,95,23,10,Game Development,Web Development,Robotics,Cybersecurity
3407,80,82,84,96,88,66,Game Development,Web Development,Machine Learning,Machine Learning
3408,55,61,54,50,37,19,Cybersecurity,Web Development,Web Development,Game Development
3409,44,38,33,91,19,24,Game Development,Data Science,Machine Learning,AI
3410,71,84,20,40,55,97,Web Development,AI,AI,Data Science
3411,26,46,69,41,54,94,Cybersecurity,Robotics,Web Development,Data Science
3412,5,99,21,84,59,19,Data Science,Machine Learning,Data Science,Data Science
3413,88,69,80,93,83,97,Cybersecurity,Game Development,Machine Learning,Robotics
3414,30,42,56,26,92,58,Machine Learning,Game Development,Data Science,Data Science
3415,25,45,53,87,45,96,Game Development,Game Development,Cybersecurity,Cybersecurity
3416,39,80,94,75,53,63,Game Development,Cybersecurity,Robotics,Machine Learning
3417,89,49,36,57,18,35,Data Science,AI,Machine Learning,Robotics
3418,46,62,65,13,24,99,Web Development,Data Science,AI,Data Science
3419,60,22,31,7,74,18,Cybersecurity,AI,Game Development,Robotics
3420,27,51,29,100,76,88,Data Science,Game Development,Robotics,Robotics
3421,33,97,98,67,12,44,AI,Robotics,Game Development,Robotics
3422,76,39,80,17,16,72,Machine Learning,Cybersecurity,Robotics,Machine Learning
3423,12,83,87,36,32,33,Cybersecurity,Robotics,AI,Game Development
3424,81,65,26,80,74,95,Robotics,Data Science,Web Development,Game Development
3425,53,64,99,76,87,51,Web Development,AI,Game Development,Data Science
3426,70,24,18,99,56,79,Cybersecurity,AI,AI,AI
3427,49,83,15,29,44,29,Robotics,Machine Learning,Cybersecurity,Cybersecurity
3428,83,96,74,79,26,67,Robotics,Cybersecurity,Cybersecurity,Robotics
3429,92,27,82,14,36,73,Web Development,Data Science,Machine Learning,Machine Learning
3430,63,29,44,75,22,10,Robotics,Robotics,Data Science,Robotics
3431,99,47,94,35,76,82,Game Development,AI,Cybersecurity,Machine Learning
3432,71,64,82,46,46,40,AI,Game Development,Cybersecurity,Game Development
3433,52,19,35,49,31,69,AI,Machine Learning,Game Development,Game Development
3434,91,84,29,54,100,12,Web Development,AI,Web Development,Game Development
3435,51,100,62,31,74,39,Machine Learning,AI,Game Development,Data Science
3436,77,25,51,11,37,51,Robotics,Machine Learning,AI,Game Development
3437,97,23,18,48,83,39,AI,AI,Web Development,Robotics
3438,16,29,59,39,16,59,Data Science,Game Development,Data Science,AI
3439,19,93,59,12,81,29,Robotics,Machine Learning,Web Development,Cybersecurity
3440,80,46,74,28,84,21,Game Development,Data Science,Machine Learning,Web Development
3441,31,24,5,57,20,48,Machine Learning,Data Science,Game Development,Machine Learning
3442,35,42,16,84,74,36,Data Science,Data Science,Web Development,Robotics
3443,35,30,62,51,7,27,Web Development,AI,Game Development,AI
3444,15,18,35,53,18,6,Machine Learning,Game Development,Cybersecurity,Data Science
3445,73,54,9,44,63,81,AI,Web Development,Web Development,Data Science
3446,24,59,33,23,33,61,Machine Learning,Game Development,Cybersecurity,Cybersecurity
3447,100,12,35,34,61,66,Machine Learning,Robotics,Game Development,Data Science
3448,89,28,54,42,10,11,Web Development,AI,Web Development,Machine Learning
3449,14,54,72,13,95,46,Robotics,Game Development,Game Development,Robotics
3450,94,73,26,9,44,33,Robotics,Game Development,Robotics,Game Development
3451,48,7,16,35,61,10,Data Science,AI,Game Development,Cybersecurity
3452,83,21,80,14,61,10,Machine Learning,Game Development,Web Development,Robotics
3453,71,80,9,12,24,52,Game Development,Game Development,Machine Learning,Data Science
3454,88,51,67,61,29,89,Cybersecurity,Robotics,Robotics,Game Development
3455,64,80,84,5,92,87,Cybersecurity,Web Development,Game Development,Robotics
3456,81,93,84,64,89,95,Cybersecurity,Machine Learning,AI,Robotics
3457,90,54,58,47,62,87,Robotics,Cybersecurity,Cybersecurity,Cybersecurity
3458,99,57,78,45,87,33,AI,Game Development,Robotics,Data Science
3459,44,69,70,7,91,7,Machine Learning,Machine Learning,Data Science,Robotics
3460,47,18,58,41,47,22,Cybersecurity,AI,Web Development,Web Development
3461,81,21,77,90,73,57,Cybersecurity,AI,Robotics,AI
3462,52,82,12,26,68,21,Game Development,Web Development,Web Development,Machine Learning
3463,22,71,52,5,14,75,Data Science,AI,Data Science,Data Science
3464,70,82,17,99,52,69,Web Development,Game Development,Machine Learning,Robotics
3465,60,50,49,82,8,87,Web Development,Game Development,AI,Game Development
3466,90,14,12,52,69,31,Cybersecurity,Data Science,Data Science,Game Development
3467,45,13,36,47,69,6,Robotics,Robotics,Data Science,Robotics
3468,9,52,43,68,68,55,AI,Machine Learning,Web Development,Robotics
3469,92,50,97,11,94,27,AI,Robotics,AI,Machine Learning
3470,88,33,78,21,89,52,Machine Learning,Web Development,Machine Learning,Robotics
3471,77,16,96,23,40,30,Game Development,Robotics,Web Development,Robotics
3472,60,42,95,49,62,6,Machine Learning,Cybersecurity,Robotics,Data Science
3473,25,73,82,99,34,72,AI,Machine Learning,AI,Machine Learning
3474,83,5,31,92,48,21,Game Development,Machine Learning,Cybersecurity,Data Science
3475,83,90,18,22,78,29,Web Development,Web Development,Robotics,Machine Learning
3476,68,67,64,18,38,44,Data Science,Robotics,Data Science,Cybersecurity
3477,97,35,24,71,86,69,Web Development,Robotics,Web Development,Web Development
3478,33,26,51,33,39,67,Web Development,Robotics,Robotics,Robotics
3479,85,83,97,19,68,91,Game Development,Data Science,Cybersecurity,Game Development
3480,24,87,13,74,8,14,Game Development,Machine Learning,Game Development,Web Development
3481,79,51,31,25,63,80,Robotics,Machine Learning,Machine Learning,Data Science
3482,48,96,88,35,53,80,Robotics,Game Development,Machine Learning,Game Development
3483,69,26,82,12,66,62,Web Development,Game Development,Data Science,Robotics
3484,54,62,20,86,75,70,Game Development,Robotics,Machine Learning,Web Development
3485,29,36,91,48,59,49,AI,Web Development,Game Development,Web Development
3486,17,95,64,84,24,12,Web Development,Machine Learning,Game Development,Web Development
3487,22,27,14,38,63,90,Game Development,Robotics,Game Development,Machine Learning
3488,42,90,38,68,86,26,Machine Learning,Machine Learning,Robotics,Data Science
3489,88,20,49,18,51,37,Web Development,AI,Robotics,Machine Learning
3490,74,78,33,47,23,61,AI,Robotics,Cybersecurity,AI
3491,21,92,100,17,68,90,Game Development,Data Science,Web Development,Cybersecurity
3492,73,52,60,59,29,26,Data Science,Data Science,Web Development,Cybersecurity
3493,18,38,38,26,97,36,Cybersecurity,Robotics,Robotics,Web Development
3494,80,98,94,58,21,55,AI,Web Development,Robotics,Data Science
3495,19,34,64,22,86,21,Web Development,Web Development,Robotics,Cybersecurity
3496,68,53,65,21,91,81,Data Science,AI,Data Science,Cybersecurity
3497,89,90,30,41,22,27,Data Science,Web Development,Game Development,Web Development
3498,10,59,100,8,48,23,Web Development,Cybersecurity,Machine Learning,Robotics
3499,80,61,5,79,82,43,Machine Learning,Robotics,Web Development,AI
3500,92,51,12,96,73,76,AI,Game Development,Cybersecurity,Robotics
3501,89,33,8,30,18,50,Web Development,Robotics,Web Development,Robotics
3502,24,66,97,38,42,78,Web Development,Web Development,Machine Learning,Machine Learning
3503,44,92,74,91,17,14,Machine Learning,Robotics,Web Development,Machine Learning
3504,84,81,32,90,67,78,Web Development,Data Science,Cybersecurity,Game Development
3505,99,47,23,11,13,16,Data Science,Robotics,Machine Learning,Machine Learning
3506,21,87,40,17,94,9,Robotics,Cybersecurity,Robotics,Cybersecurity
3507,43,77,9,39,83,7,AI,Robotics,Data Science,AI
3508,47,64,53,47,28,81,Cybersecurity,Robotics,Data Science,Machine Learning
3509,58,73,50,77,71,76,Robotics,AI,Web Development,Robotics
3510,31,57,94,98,33,72,Machine Learning,Robotics,Data Science,Cybersecurity
3511,85,17,30,48,35,49,Data Science,Web Development,Robotics,AI
3512,25,37,31,53,22,62,Data Science,AI,Game Development,Machine Learning
3513,85,32,84,71,40,79,Robotics,Web Development,Web Development,AI
3514,48,89,21,78,82,60,Game Development,Game Development,Cybersecurity,Game Development
3515,94,20,99,64,16,21,Machine Learning,Web Development,Robotics,Cybersecurity
3516,61,15,15,12,82,34,Machine Learning,Cybersecurity,Machine Learning,AI
3517,58,29,16,64,22,9,Data Science,Robotics,Cybersecurity,Cybersecurity
3518,25,57,36,22,73,45,Game Development,Web Development,Robotics,Machine Learning
3519,71,73,64,73,93,66,Machine Learning,Data Science,Machine Learning,Data Science
3520,84,21,72,7,39,81,Game Development,Cybersecurity,Machine Learning,Robotics
3521,76,28,39,75,22,26,Machine Learning,Web Development,AI,Cybersecurity
3522,15,35,80,55,56,8,Cybersecurity,Robotics,AI,Web Development
3523,62,66,70,33,40,33,Game Development,Robotics,Machine Learning,Game Development
3524,46,94,27,52,72,15,Web Development,Cybersecurity,Web Development,Game Development
3525,72,64,55,12,9,44,AI,Machine Learning,Robotics,Machine Learning
3526,46,21,73,90,51,85,Data Science,Game Development,Game Development,Data Science
3527,69,88,31,45,86,35,AI,Game Development,Robotics,Data Science
3528,66,29,82,9,44,44,Machine Learning,Cybersecurity,Game Development,Cybersecurity
3529,53,79,97,67,13,62,Data Science,Data Science,Data Science,Game Development
3530,38,79,10,40,11,17,Cybersecurity,Cybersecurity,Robotics,AI
3531,41,47,16,85,89,23,Machine Learning,Data Science,Cybersecurity,Game Development
3532,52,88,59,70,56,90,Cybersecurity,Data Science,AI,Web Development
3533,60,46,51,95,89,46,Data Science,Cybersecurity,Game Development,Machine Learning
3534,48,82,80,79,33,17,Machine Learning,Machine Learning,Robotics,Game Development
3535,95,21,96,92,74,26,Game Development,Cybersecurity,Machine Learning,Robotics
3536,17,14,51,13,91,77,AI,AI,Game Development,Data Science
3537,48,78,63,88,13,88,Data Science,Robotics,Game Development,Robotics
3538,9,14,77,5,16,22,AI,Web Development,Game Development,Machine Learning
3539,95,48,85,30,75,87,AI,Cybersecurity,Cybersecurity,Machine Learning
3540,77,86,6,75,49,54,Robotics,Data Science,Web Development,AI
3541,22,90,25,16,87,49,Robotics,Machine Learning,Robotics,AI
3542,14,36,93,51,40,55,Game Development,AI,Game Development,AI
3543,69,52,50,61,98,50,Game Development,Web Development,Web Development,Game Development
3544,88,72,45,38,26,84,Robotics,AI,Web Development,Game Development
3545,69,24,70,22,25,73,Web Development,Machine Learning,Game Development,Cybersecurity
3546,26,38,26,50,28,96,Robotics,Machine Learning,Machine Learning,Data Science
3547,90,44,28,83,24,16,AI,Data Science,Robotics,Web Development
3548,37,72,81,93,79,19,Web Development,Game Development,Data Science,Web Development
3549,91,15,76,36,6,42,AI,Game Development,AI,Data Science
3550,86,97,74,88,23,84,Machine Learning,Machine Learning,Data Science,Robotics
3551,48,40,93,56,18,63,Cybersecurity,Game Development,AI,Robotics
3552,93,45,29,56,89,44,Machine Learning,Game Development,AI,Game Development
3553,14,33,79,73,58,5,AI,Robotics,Machine Learning,Cybersecurity
3554,24,12,42,33,7,68,Data Science,Web Development,Web Development,Machine Learning
3555,33,76,12,20,91,69,Game Development,Cybersecurity,Machine Learning,Machine Learning
3556,6,91,62,94,82,16,Cybersecurity,Web Development,Game Development,Web Development
3557,51,30,50,64,10,5,Web Development,Game Development,Data Science,Robotics
3558,77,47,46,98,49,86,Game Development,Cybersecurity,AI,Web Development
3559,59,28,100,23,42,77,Web Development,Web Development,AI,Machine Learning
3560,97,18,47,60,61,17,Machine Learning,Data Science,Cybersecurity,Web Development
3561,53,13,15,11,39,13,Game Development,Robotics,Machine Learning,Web Development
3562,36,94,27,33,22,97,Web Development,Game Development,AI,Robotics
3563,89,19,75,43,52,81,Machine Learning,Data Science,AI,Cybersecurity
3564,46,10,82,6,49,97,Machine Learning,Machine Learning,Cybersecurity,Robotics
3565,86,56,20,45,7,14,Machine Learning,Data Science,Machine Learning,AI
3566,80,58,95,67,19,23,Game Development,AI,Machine Learning,Data Science
3567,82,43,80,63,57,32,AI,AI,Data Science,Machine Learning
3568,21,85,94,93,26,51,AI,Cybersecurity,Machine Learning,Game Development
3569,100,28,39,20,41,77,Cybersecurity,Cybersecurity,Cybersecurity,Web Development
3570,46,44,99,75,84,6,Cybersecurity,Data Science,Robotics,Data Science
3571,87,88,15,39,11,85,Game Development,Robotics,Machine Learning,Robotics
3572,32,43,77,30,29,35,Robotics,AI,Data Science,Web Development
3573,81,96,85,35,88,59,Data Science,Robotics,Data Science,Cybersecurity
3574,26,42,48,89,92,22,Machine Learning,Robotics,Robotics,Robotics
3575,20,46,47,93,98,6,Game Development,Data Science,AI,Cybersecurity
3576,29,11,78,91,98,31,Game Development,Robotics,Web Development,Web Development
3577,62,5,38,40,50,70,Robotics,Game Development,Web Development,Robotics
3578,69,70,19,66,5,47,Web Development,AI,AI,AI
3579,9,49,54,77,18,33,AI,Machine Learning,Cybersecurity,Web Development
3580,55,5,35,57,82,86,Web Development,AI,Data Science,Machine Learning
3581,34,96,42,40,56,14,Robotics,Machine Learning,Cybersecurity,Robotics
3582,87,44,33,97,63,89,Cybersecurity,Cybersecurity,Web Development,Machine Learning
3583,80,81,68,83,92,30,Web Development,Game Development,Web Development,Web Development
3584,84,26,91,44,84,17,Data Science,Web Development,Data Science,Game Development
3585,45,30,7,49,22,39,Cybersecurity,Data Science,Data Science,AI
3586,29,6,84,41,21,72,Cybersecurity,AI,Cybersecurity,Robotics
3587,23,51,96,36,78,80,Robotics,Machine Learning,Data Science,Web Development
3588,9,45,46,83,45,21,Game Development,Game Development,Robotics,AI
3589,99,55,39,47,33,35,Data Science,Robotics,Game Development,Cybersecurity
3590,73,75,36,58,96,47,Web Development,Robotics,Robotics,Robotics
3591,8,68,5,15,48,58,Machine Learning,Data Science,AI,Web Development
3592,15,40,32,7,26,28,Machine Learning,Data Science,Game Development,Machine Learning
3593,41,83,5,10,46,44,Web Development,Web Development,Machine Learning,Machine Learning
3594,53,58,81,6,23,65,Data Science,Cybersecurity,Robotics,Cybersecurity
3595,59,87,46,86,71,85,Cybersecurity,Cybersecurity,Cybersecurity,Robotics
3596,27,5,43,90,28,18,Web Development,AI,Data Science,Cybersecurity
3597,34,22,53,34,81,94,Machine Learning,AI,Machine Learning,Robotics
3598,38,13,60,90,17,6,Web Development,AI,Robotics,Robotics
3599,96,71,90,51,46,27,Game Development,Game Development,Cybersecurity,Machine Learning
3600,14,75,59,40,40,93,AI,Data Science,AI,Cybersecurity
3601,10,20,91,14,31,86,Game Development,AI,Machine Learning,Web Development
3602,95,7,85,31,87,67,Data Science,Cybersecurity,AI,Cybersecurity
3603,10,80,22,20,55,25,Game Development,AI,Game Development,AI
3604,75,19,98,11,70,81,Game Development,Game Development,Game Development,AI
3605,41,19,15,71,70,55,Robotics,Robotics,Web Development,Robotics
3606,38,57,57,99,64,42,Cybersecurity,Machine Learning,Data Science,AI
3607,60,80,14,84,99,11,Robotics,Web Development,Game Development,Cybersecurity
3608,30,11,39,96,59,18,Robotics,Game Development,Machine Learning,Web Development
3609,43,63,62,66,27,11,Data Science,Robotics,Web Development,Machine Learning
3610,75,59,17,17,67,50,Web Development,Data Science,Machine Learning,Web Development
3611,79,59,93,21,26,63,AI,Game Development,Cybersecurity,Game Development
3612,89,47,51,15,6,23,AI,Machine Learning,Data Science,Machine Learning
3613,99,40,72,14,8,17,Machine Learning,Data Science,Robotics,Web Development
3614,65,90,62,64,50,64,Robotics,AI,Data Science,Robotics
3615,46,72,89,61,19,42,Data Science,Data Science,Robotics,Machine Learning
3616,25,21,84,50,99,91,AI,Web Development,Game Development,Machine Learning
3617,86,60,87,81,46,44,Web Development,Game Development,Machine Learning,Robotics
3618,65,19,90,36,62,56,AI,Data Science,Machine Learning,Machine Learning
3619,54,50,86,19,66,69,Robotics,Web Development,Machine Learning,Data Science
3620,74,78,50,39,63,86,Robotics,Data Science,Game Development,Cybersecurity
3621,96,98,78,11,97,39,Data Science,Robotics,Data Science,Game Development
3622,23,80,34,77,61,98,Cybersecurity,Web Development,Web Development,Cybersecurity
3623,70,18,37,90,85,71,Web Development,Web Development,Game Development,Game Development
3624,74,59,19,44,25,33,Game Development,Web Development,AI,Cybersecurity
3625,5,55,33,27,63,87,Web Development,Data Science,Game Development,Cybersecurity
3626,19,47,74,9,8,92,Cybersecurity,Machine Learning,Cybersecurity,Data Science
3627,8,30,94,14,25,50,Data Science,Machine Learning,Cybersecurity,Cybersecurity
3628,40,55,9,95,85,19,Robotics,Cybersecurity,Robotics,Web Development
3629,84,93,37,53,75,94,Game Development,Web Development,Robotics,Game Development
3630,7,47,20,99,93,87,Data Science,Web Development,Cybersecurity,Game Development
3631,69,42,17,10,66,46,Machine Learning,Robotics,Data Science,Cybersecurity
3632,65,17,49,57,38,48,Data Science,Game Development,Cybersecurity,Robotics
3633,10,39,99,19,60,37,Game Development,Web Development,AI,Game Development
3634,68,33,93,27,94,35,Machine Learning,Machine Learning,Cybersecurity,Game Development
3635,43,27,56,17,72,22,Machine Learning,Data Science,Cybersecurity,Cybersecurity
3636,100,23,17,33,10,59,Machine Learning,Web Development,Data Science,Web Development
3637,44,68,15,71,93,78,Game Development,AI,Robotics,Data Science
3638,66,61,88,24,21,14,Web Development,Game Development,Game Development,Machine Learning
3639,29,23,86,9,10,79,AI,Robotics,Machine Learning,AI
3640,65,7,14,73,91,13,Web Development,Cybersecurity,AI,AI
3641,81,70,67,91,38,95,Data Science,Data Science,Robotics,Web Development
3642,78,59,34,16,32,76,Machine Learning,Machine Learning,Game Development,Game Development
3643,95,7,63,12,93,55,Game Development,Web Development,Data Science,AI
3644,24,18,12,8,99,24,AI,Cybersecurity,Game Development,AI
3645,87,72,99,8,39,37,Cybersecurity,Web Development,Game Development,Game Development
3646,7,60,98,82,58,72,AI,Game Development,Web Development,Data Science
3647,21,88,52,52,31,28,Robotics,AI,Web Development,Robotics
3648,88,73,96,54,98,55,Cybersecurity,Machine Learning,Cybersecurity,Cybersecurity
3649,16,61,43,66,36,97,Game Development,Robotics,AI,Machine Learning
3650,57,15,76,92,79,42,Data Science,Game Development,Robotics,Machine Learning
3651,81,5,67,39,62,41,Robotics,Game Development,Web Development,Game Development
3652,48,6,34,54,62,72,Web Development,Data Science,Game Development,Game Development
3653,10,20,43,6,54,70,Data Science,Data Science,Game Development,Cybersecurity
3654,12,17,18,64,45,6,AI,Data Science,Cybersecurity,Game Development
3655,79,42,12,74,26,26,AI,Robotics,Web Development,Machine Learning
3656,80,92,21,81,59,99,Data Science,Cybersecurity,Machine Learning,Cybersecurity
3657,83,71,35,99,64,82,Web Development,Machine Learning,Game Development,Game Development
3658,48,66,25,10,80,55,Data Science,Cybersecurity,Robotics,Machine Learning
3659,59,94,77,12,92,85,Game Development,Machine Learning,Robotics,Game Development
3660,77,72,50,69,22,49,Web Development,Game Development,Data Science,Data Science
3661,53,99,75,38,53,86,Game Development,Robotics,Robotics,Game Development
3662,11,90,12,84,90,57,Robotics,Robotics,Machine Learning,Web Development
3663,84,67,5,81,45,46,Robotics,Cybersecurity,AI,Robotics
3664,34,17,100,46,23,27,Data Science,Robotics,Robotics,Machine Learning
3665,39,10,83,78,80,44,Cybersecurity,Game Development,Robotics,Game Development
3666,54,12,81,90,65,37,Data Science,Robotics,Cybersecurity,Cybersecurity
3667,11,5,51,7,49,93,Game Development,Robotics,Web Development,AI
3668,97,17,94,78,80,5,Machine Learning,Data Science,Robotics,Web Development
3669,38,78,77,44,22,61,Data Science,Cybersecurity,AI,Data Science
3670,67,49,30,11,50,81,Data Science,Web Development,Web Development,Web Development
3671,46,71,37,34,69,79,Data Science,Web Development,Machine Learning,Machine Learning
3672,19,95,89,9,65,92,Data Science,Game Development,Data Science,AI
3673,48,14,45,70,30,98,Cybersecurity,Data Science,Robotics,Robotics
3674,60,29,94,62,74,32,Cybersecurity,Robotics,Game Development,Cybersecurity
3675,28,44,53,55,86,15,Robotics,AI,AI,Data Science
3676,81,63,49,63,17,89,AI,Game Development,Robotics,Cybersecurity
3677,99,29,35,13,84,97,Robotics,Cybersecurity,Cybersecurity,AI
3678,88,53,42,12,78,28,Data Science,Web Development,AI,Machine Learning
3679,45,24,67,99,41,5,Game Development,Game Development,Robotics,Web Development
3680,97,30,70,87,5,67,Cybersecurity,Cybersecurity,Game Development,Game Development
3681,64,61,70,75,70,75,Cybersecurity,Machine Learning,Machine Learning,Robotics
3682,82,80,89,19,63,90,Cybersecurity,Cybersecurity,Game Development,Cybersecurity
3683,32,90,10,45,30,75,Data Science,Robotics,Robotics,Data Science
3684,100,24,7,71,59,80,AI,Machine Learning,Cybersecurity,Machine Learning
3685,30,60,69,80,91,58,AI,Web Development,Cybersecurity,Robotics
3686,48,68,94,24,68,21,AI,Machine Learning,Machine Learning,Web Development
3687,45,21,54,67,69,15,Cybersecurity,Machine Learning,Cybersecurity,Data Science
3688,71,90,40,99,97,44,Cybersecurity,Game Development,Robotics,Machine Learning
3689,18,25,83,83,87,34,AI,Data Science,Machine Learning,Cybersecurity
3690,48,62,41,98,92,11,Data Science,Web Development,AI,Cybersecurity
3691,43,15,91,77,100,34,Web Development,Cybersecurity,Machine Learning,Machine Learning
3692,97,29,65,40,11,39,Machine Learning,Machine Learning,Machine Learning,Robotics
3693,23,31,46,83,66,96,Robotics,Machine Learning,Machine Learning,Machine Learning
3694,6,55,55,37,58,43,Web Development,Web Development,Robotics,Robotics
3695,99,29,80,26,37,25,Cybersecurity,AI,Machine Learning,Cybersecurity
3696,30,34,52,26,70,27,Game Development,Robotics,Machine Learning,Game Development
3697,53,95,17,43,57,65,Web Development,Data Science,Data Science,Cybersecurity
3698,94,66,46,70,88,94,Game Development,AI,Web Development,Game Development
3699,74,17,65,96,89,76,Machine Learning,Cybersecurity,Robotics,Cybersecurity
3700,88,36,32,89,6,20,Cybersecurity,AI,Machine Learning,Machine Learning
3701,24,98,51,69,77,33,AI,Data Science,Data Science,Robotics
3702,100,55,31,82,70,50,Web Development,Cybersecurity,AI,AI
3703,61,60,40,37,24,38,AI,AI,AI,Cybersecurity
3704,17,47,79,10,52,50,Machine Learning,Cybersecurity,Cybersecurity,Cybersecurity
3705,80,92,91,90,8,96,Data Science,Machine Learning,Cybersecurity,Cybersecurity
3706,62,97,73,42,32,88,Web Development,Machine Learning,Game Development,Machine Learning
3707,94,26,50,64,93,31,Web Development,Robotics,Cybersecurity,Machine Learning
3708,47,57,60,26,100,84,Web Development,Game Development,Robotics,AI
3709,83,42,34,56,91,78,Cybersecurity,Web Development,Game Development,Cybersecurity
3710,31,30,60,42,82,96,Web Development,AI,Web Development,Web Development
3711,71,10,16,75,58,26,Web Development,AI,AI,Robotics
3712,74,80,6,100,63,71,Cybersecurity,Cybersecurity,Robotics,Data Science
3713,74,91,6,54,85,6,Robotics,AI,Machine Learning,Robotics
3714,42,17,91,9,30,36,Data Science,Machine Learning,Cybersecurity,Game Development
3715,12,95,78,70,8,21,Game Development,Game Development,Machine Learning,Machine Learning
3716,41,66,28,96,64,52,Cybersecurity,Machine Learning,Web Development,Web Development
3717,92,40,63,44,78,17,Web Development,AI,Web Development,AI
3718,13,24,68,16,13,78,Machine Learning,Robotics,Game Development,Machine Learning
3719,57,79,40,87,38,100,AI,Machine Learning,Game Development,Web Development
3720,27,51,31,95,18,66,Robotics,Web Development,Robotics,Machine Learning
3721,18,31,16,18,62,49,Machine Learning,Robotics,Game Development,Cybersecurity
3722,72,49,82,34,69,89,Game Development,Cybersecurity,Data Science,Robotics
3723,9,63,23,65,81,48,Game Development,Machine Learning,AI,Robotics
3724,59,36,43,37,28,27,Data Science,AI,Data Science,Machine Learning
3725,62,77,12,8,62,83,Data Science,AI,Web Development,Machine Learning
3726,43,57,42,58,9,91,Robotics,Data Science,AI,Cybersecurity
3727,20,79,88,24,63,75,Data Science,Web Development,Cybersecurity,Web Development
3728,98,28,27,91,82,49,AI,Game Development,Web Development,Cybersecurity
3729,86,95,67,24,14,52,Data Science,Game Development,Cybersecurity,Data Science
3730,100,100,16,73,36,66,Data Science,Game Development,Game Development,AI
3731,87,23,99,75,20,94,Robotics,Web Development,Cybersecurity,Web Development
3732,44,56,50,98,8,50,AI,Data Science,AI,Data Science
3733,79,95,81,41,72,10,Cybersecurity,Cybersecurity,Data Science,Data Science
3734,15,74,12,78,43,71,Machine Learning,Game Development,Game Development,Machine Learning
3735,40,100,80,24,78,45,Cybersecurity,Machine Learning,Cybersecurity,Web Development
3736,11,52,89,54,76,26,Game Development,Robotics,Data Science,Data Science
3737,14,60,51,28,59,50,Cybersecurity,Robotics,AI,Robotics
3738,81,46,51,41,51,16,AI,Machine Learning,Machine Learning,Game Development
3739,53,86,86,58,65,88,Machine Learning,AI,Web Development,AI
3740,63,91,98,25,12,58,Robotics,Data Science,Machine Learning,Machine Learning
3741,31,12,30,85,50,21,Machine Learning,Web Development,Web Development,Machine Learning
3742,14,16,44,43,95,83,AI,AI,AI,AI
